x,y
17838948.39962209,7895489.967264475
17870117.85704421,7905931.1533015715
17883476.1959394,7924762.060734532
17894608.145018727,7935244.191444274
17896834.534834594,7947842.177567523
17902400.509374253,7968886.143105926
17919098.432993248,7973102.063046203
17907966.48391392,7989989.605235538
17931343.57698051,8015392.859295819
17880136.611215603,8009033.921576633
18437847.2600899,9870650.491577756
18389979.879048795,10165234.351244602
15999950.411717208,9956327.502027597
15083791.002488568,5513187.136685132
13143492.27796181,7588801.793892349
13076700.583485845,7558804.735906654
11493737.424405497,6503822.522980727
11410247.80631054,6676757.754083305
11018403.198718218,6893684.742269606
10909310.09774081,6826170.600369948
11098553.232089376,6103328.830149312
11438077.67900886,6186948.769292987
12142730.05573028,5930357.578241318
12690421.950433187,5643224.164898887
11877789.66764229,5635336.7444626335
9935264.553299665,5267667.885786123
9629135.953618163,5207298.220944722
8927823.16162054,4209948.030078414
10207997.305743188,4254975.475191453
12610271.91706203,4838471.398061137
12579102.459639914,5053612.388024857
14017350.280689009,6305431.138324279
14039614.178847665,6195356.518246408
14341289.998897437,5448095.434618827
14081915.585349105,5181758.993398042
14257800.38080248,5129396.206968736
14248894.821539016,5032914.302330632
14174310.762707522,4599645.780759622
14568381.760115713,4483017.169908079
14085255.170072904,3921017.431813297
19590003.98980028,6833441.960450473
19770341.564885385,6784487.988265785
19829340.89500582,6770040.343050048
19851604.793164477,6761023.7485388825
19873868.69132313,6757419.942055585
19995206.936287798,6757419.942055585
-19903924.953837316,6726852.606705293
-19829340.89500582,6744819.325783565
-19817095.75101856,6743020.84813577
-19751417.25145053,6748417.487703084
-19722474.18384428,6752017.260012771
-19675719.997711103,6753817.7506489465
-19659022.074092112,6762826.258021563
-19606701.913419276,6780873.637836789
-19536570.634219512,6798961.701467246
-19495382.422626,6806208.371654883
-19473118.524467345,6771844.877260043
-19386289.321648594,6835260.834345262
-19204838.551655557,6824353.793013505
-19063462.7983481,6857119.685399091
-19050104.459452905,6869898.382760804
-18994444.71405627,6880867.877345677
-18937671.7737517,6902852.297876841
-18929879.40939617,6930418.562427355
-18918747.46031684,6915704.655004163
-18898709.951974057,6961776.498257299
-18893143.97743439,6943315.640357338
-18777371.707009386,6972873.69660799
-18762900.173206262,6976576.222308942
-18716145.987073086,7026730.805180303
-18705014.03799376,7122347.358632629
-18582562.598121155,7116690.514357427
-18553619.530514903,7131784.517657449
-18475695.886959616,7160164.451461166
-18328754.159112494,7234438.6363259675
-18295358.311874513,7263195.335757562
-18253056.905373067,7278575.8842127435
-18226340.227582682,7278575.8842127435
-18211868.693779554,7288204.232784333
-18161774.92292258,7408602.176548037
-18125039.490960803,7340405.127498016
-18063813.771024503,7361773.5937441755
-18041549.87286585,7391008.095058199
-18022625.55943099,7408602.176548037
-18019285.974707194,7414475.817277764
-17946928.305691563,7447844.793099654
-17811118.526923772,7509070.1542387
-17788854.628765117,7526937.335492544
-17742100.44263194,7556809.121512186
-17677535.137971845,7628982.572371285
-17607403.858772077,7699814.531668185
-17497197.56288674,7728333.799932029
-17477160.05454395,7750817.527284169
-17449330.18184563,7802167.461466366
-17301275.25909058,7903841.7512965575
-17407028.77534419,7878814.2740855375
-17423726.69896318,7895489.967264475
-17293482.89473505,7966779.075779395
-17282350.945655722,7973102.063046203
-17263426.632220868,7979430.412160699
-17252294.683141537,7987876.570294447
-17272332.191484325,7987876.570294447
-17265653.02203673,8004797.6434522625
-17218898.83590356,8000563.772495044
-17193295.3530211,8019635.169536517
-17187729.37848144,8021757.231406263
-17182163.403941773,8030251.53340043
-17176597.429402113,8032376.62457145
-17148767.556703795,8062191.832305807
-17107579.345110282,8094270.027366493
-17093107.81130716,8115732.796113411
-17078636.27750403,8223990.314150057
-17040787.65063432,8369369.519201072
-17004052.21867254,8470171.002593579
-16948392.4732759,8657518.78002069
-16973995.95615835,8731964.051974524
-18293131.922058646,9934115.888027791
-18247490.930833403,9729262.443846708
-18972180.815897614,9210594.404921511
-18047115.847405512,9173188.934779128
-18308716.650769703,8687669.753058083
-18515770.903645195,8367145.18734312
-18957709.28209449,7761059.577890011
-16522038.82353766,9329093.421281883
-16044478.20803452,8873655.154195132
-16032233.064047262,8821377.203064466
-15927592.742701583,8852222.71890519
-15779537.81994653,8676058.346285282
-15111620.875186887,7734459.0919704335
-14816624.224584712,7622941.906702696
-14838888.122743366,7375402.570458734
-14588419.268458502,7389055.675642007
-15293071.645179924,9045019.611066205
-15074885.443225106,8456650.175391696
-14841114.512559233,8291916.510368015
-14690833.199988315,8057925.189035536
-14621815.115696482,8019635.169536517
-14541665.082325324,7872570.439419787
-14547231.056864992,7812479.581913365
-14614022.751340954,7679509.219559813
-14532759.523061866,7639061.032003836
-14349082.363252962,7350110.738431276
-14497137.286008015,7268959.470511318
-14330158.049818104,6857119.685399091
-13881540.501921214,6851649.36015216
-13773560.59585174,6930418.562427355
-13421791.004944995,6826170.600369948
-14059651.687190453,6664282.4262019
-13736825.16388996,6552859.223729929
-13747957.112969287,6523051.905131757
-13695636.952296447,6399720.017345178
-13692297.36757265,6387659.89504604
-13560940.368436586,6207141.501900518
-13481903.529973362,6093349.723330827
-13554261.19898899,5889682.453794227
-13524204.936474806,5783207.411611134
-13601015.385122165,5781604.110362894
-13589883.436042836,5730452.674744048
-13560940.368436586,5738425.470100234
-13546468.834633458,5649539.149126702
-13558713.978620721,5542788.419217708
-13555374.393896922,5500752.502482847
-13573185.512423847,5494541.609384652
-13563166.758252451,5486783.997827822
-13563166.758252451,5479033.042160497
-13555374.393896922,5462004.283599905
-13555374.393896922,5451184.446776762
-13546468.834633458,5432666.120787883
-13560940.368436586,5369677.837509485
-13495261.868868556,5392671.9309594855
-13454073.657275045,5360496.352373366
-13441828.513287783,5354380.46803618
-13432922.954024322,5337582.771729647
-13593223.020766636,5319292.953546263
-13594336.21567457,5272211.464428769
-13603241.77493803,5214823.06057369
-13219189.531701235,5298000.623911469
-13113436.015447626,5282821.824192093
-13071134.608946182,5287372.847881005
-13090058.92238104,5375803.945621015
-13603241.77493803,5046215.055650736
-13533110.495738268,5069906.7813846255
-13518638.961935142,5010787.450772506
-13509733.402671682,4978426.886067657
-13536450.080462065,4952030.821241973
-13530884.105922401,4937397.485593423
-13517525.76702721,4930089.114142412
-13526431.32629067,4909654.956178273
-13450734.072551245,4930089.114142412
-13666693.884690195,4690498.363698514
-13250358.989123354,4553116.232702089
-13247019.404399555,4536248.804297102
-13249245.79421542,4509598.604616998
-13232547.870596431,4510999.526690987
-13252585.378939219,4494201.01300198
-13074474.19366998,4416166.067051087
-13171322.150660127,4324937.066326303
-13115662.405263491,4279615.548270251
-12983192.211219495,4105603.6262079324
-12888570.644045213,4078662.528474735
-12738289.331474295,5293444.365982933
-12634762.20503655,5346741.341844157
-12603592.747614434,5264640.070291643
-12517876.739703612,5358966.998816796
-12319728.046091586,5502305.894113894
-13327169.437770713,4749136.037193363
-12909721.347295938,4620866.14741868
-12974286.651956035,4381516.583871813
-12649233.738839675,4449537.912077232
-12592460.798535107,4459291.543341591
-12513423.96007188,4459291.543341591
-12542367.027678134,4494201.01300198
-12523442.714243276,4690498.363698514
-11914525.09960407,4787940.810930866
-12593573.993443038,4327690.036594243
-12412123.223450003,4189542.8054886307
-11792073.65973147,3975542.978311626
-12022505.005673544,4112349.1738711847
-11863318.133839164,4257710.468699548
-11586132.601763913,4333198.120495368
-14424779.61699239,5833056.256779685
-14493797.701284219,5596004.184296019
-13831446.731064241,3708056.7861616164
-17284577.33547159,2131671.6025385987
-17286803.725287452,2190246.9954953413
-17322425.9623413,2197288.2053012135
-17306841.23363024,2237238.543901945
-17351369.029947553,2221953.291922332
-17429292.673502844,2325672.891340955
-17393670.436448995,2342228.848211332
-17566215.64717857,2420489.030517199
-17671969.163432177,2465709.290442218
-18237472.17666201,2685225.7431477723
-11610622.889738433,1091266.2470026582
-9590174.13184052,87356.48291560916
-16569906.20457877,-1974386.7960261898
-16542076.331880452,-1982512.3028065355
-16549868.69623598,-2061614.3459079938
-16483077.001760017,-2009232.976448032
-15612558.583756618,-3352402.676959391
-12183918.267323794,-3118999.1722792326
19900585.36911352,-6358443.961491071
-15618124.558296284,-7116690.514357427
-15937611.496872976,-7517005.970517838
-12836250.483372375,3795663.464308937
-12634762.20503655,3710662.5701507065
-12913060.932019735,3542444.2804484214
-12732723.356934631,3457912.604990536
-12746081.695829824,3396788.8692577407
-12635875.399944484,3365068.873783821
-13166869.371028397,3363801.6959554204
-12662592.077734869,3291775.930774146
-12801741.44122646,3228918.5790461157
-12533461.468414672,3162610.6407553954
-12452198.240135582,3152630.036529684
-12336425.969710575,2176172.456194325
-12350897.503513703,2115302.4582779123
-11627320.813357424,2754221.6483020033
-11658490.270779543,2429999.144419138
-11655150.686055742,2408608.7747676754
-11632886.787897088,2391990.1196498307
-11669622.219858868,2331583.964011751
-11534925.635999007,2200809.79950641
-11382417.933612222,2197288.2053012135
-11105232.401536971,2225479.5399471736
-11074062.944114856,2150396.1990681225
-11035101.122337207,2150396.1990681225
-11000592.080191294,2160936.8199913967
-11020629.588534083,2178517.485489041
-10999478.88528336,2229006.457705979
-10992799.715835765,2249005.034911593
-10987233.741296101,2177344.934561413
-10980554.571848504,2162108.359158306
-10978328.182032641,2143372.3392987153
-10912649.682464609,2167967.135544718
-10828046.869461719,2144542.8041789136
-10594275.938795846,2090774.5005853379
-10378316.126656896,1950029.3029984827
-10253638.296968428,1693040.528852209
-10230261.203901842,1681583.5487595985
-10191299.382124195,1650676.736112741
-10183507.017768668,1657541.533296961
-10177941.043229004,1649532.7899016456
-10151224.365438618,1630093.8146007007
-10151224.365438618,1633523.1130382896
-10116715.3232927,1620951.3276450953
-10116715.3232927,1617523.75778886
-10101130.594581643,1617523.75778886
-10085545.865870586,1607243.8574036772
-10063281.967711933,1601534.6144955806
-10064395.162619863,1582132.7975827048
-10029886.120473947,1567306.0438047992
-10018754.171394622,1598109.6875955863
-9988697.908880439,1577569.8079004502
-10004282.637591496,1601534.6144955806
-9994263.8834201,1609527.9164884978
-9983131.934340775,1611812.1828635957
-9977565.95980111,1626664.9890333004
-9968660.40053765,1658685.8531889422
-9946396.502378993,1638096.2483981464
-9995377.078328036,1551348.2849603947
-9977565.95980111,1569586.5267766656
-9959754.841274185,1594685.2235166293
-9977565.95980111,1546790.72287483
-9977565.95980111,1542233.955089642
-9968660.40053765,1549069.4044724912
-9939717.332931397,1534261.5151726268
-9920793.019496541,1552487.7998867163
-9913000.65514101,1526291.4865944637
-9890736.756982356,1520600.0779058277
-9881831.197718894,1531984.1186847694
-9855114.51992851,1501258.3734315778
-9851774.93520471,1506945.6592012781
-9848435.350480914,1497846.5791771023
-9831737.426861921,1504670.6003570654
-9826171.452322258,1498983.7959191524
-9779417.266189082,1481930.5625566575
-9769398.51201769,1475112.2634984318
-9754926.978214562,1480794.0610788143
-9754926.978214562,1487613.7818963083
-9793888.79999221,1675857.0993571812
-9673663.749935472,1804463.5084124184
-9748247.808766967,1447855.9674041586
-9684795.6990148,1416090.5855316506
-9668097.775395809,1404754.4316937695
-9656965.826316481,1399088.0364546322
-9651399.851776818,1394555.7230885047
-9650286.656868886,1392289.8331691823
-9633588.733249895,1384360.6137248746
-9611324.83509124,1363981.0809639713
-9609098.445275374,1350402.5518351712
-9591287.326748451,1334568.7456852086
-9576815.792945325,1327785.3795128914
-9570136.623497728,1317613.175055827
-9553438.699878737,1306314.699426636
-9531174.801720083,1284858.9875527676
-9518929.657732824,1274700.9053704827
-9341931.667371519,1413822.994672387
-9514476.878101092,1221705.690812879
-9497778.9544821,1204810.479256735
-9478854.641047245,1195803.2114393301
-9463269.912336187,1186798.3618887167
-9469949.081783783,1164296.692994882
-9428760.87019027,1163171.9978435056
-9424308.09055854,1147430.1032517403
-9385346.268780896,1158673.5839511333
-9392025.438228492,1145181.8425774986
-9376440.709517432,1133942.7002684379
-9361969.175714307,1127200.9330972706
-9334139.303015988,1109229.118188578
-9325233.743752526,1114844.3425138015
-9190537.159892667,976953.3451070011
-9006860.000083763,945630.7139141478
-8382357.6567335,563574.7532842614
-8384584.046549365,542484.4701432487
-8390150.02108903,533606.1820318997
-8385697.2414572975,516962.23258440703
-8393489.605812827,495885.05887260067
-8465847.274828454,323018.6155236067
-8504809.096606102,256603.3879424045
-8524846.60494889,234471.68839654478
-8547110.503107546,173623.63284814524
-8562695.231818603,162562.2595544037
-8612789.002675576,134910.94796984745
-8647298.044821491,119427.38498328566
-8669561.942980146,108368.14510718579
-8678467.502243606,91779.90198057082
-8636166.095742162,60816.79822595824
-8722995.298560917,34278.1949860412
-8712976.544389522,14374.668355491123
-8681807.086967405,3317.2284282500405
-8645071.655005626,-8845.944978481786
-8734127.247640243,4422.9713969579225
-8749711.976351302,-18797.65483964349
-8751938.366167169,-38701.240454420404
-8710750.154573657,-42018.53698079414
-8698505.010586396,-53076.28155993021
-8651750.824453222,-47547.39092257244
-8641732.070281826,-59711.00477143059
-8761957.120338561,-72980.65765231624
-8731900.857824378,-75192.29641552118
-8783107.823589286,-93991.6283780414
-8731900.857824378,-162562.2595544037
-8750825.171259236,-196854.30302842983
-8719655.713837119,-224513.38540944684
-10191299.382124195,-40912.77022038699
-10191299.382124195,-2211.4855619436516
-10169035.48396554,2211.4855619436516
-10161243.119610012,-19903.40282604339
-10143432.001083089,-47547.39092257244
-10148997.97562275,-91779.90198057082
-10176827.848321069,-99520.99575270034
-10102243.789489577,64134.18999112829
-10071074.33206746,36489.715467336624
-10014301.39176289,35383.954680533665
-10104470.179305442,-24326.40125712877
-10055489.603356402,-68557.40688970362
-10068847.942251595,-143759.05883238564
-9963094.425997986,-97309.23982390267
-8085134.616315459,-1704502.9843677483
-8087361.006131326,-1737775.4435964962
-8051738.769077478,-1726296.8798542977
-7998305.413496706,-1767646.178485063
-7922608.15975728,-1606101.9054955277
-7962683.176442859,-1814829.1586690175
-7949324.837547665,-1826352.1634025846
-7892551.8972430965,-1833268.8201865882
-7886985.922703432,-1863265.9763217838
-7859156.050005114,-1879435.2818419433
-7832439.372214728,-1910653.048283946
-7814628.2536878055,-1929173.937916842
-7772326.8471863605,-1962784.4436462356
-7766760.872646697,-1991802.5102968644
-7734478.220316648,-2009232.976448032
-7684384.449459675,-2030169.2134784088
-7672139.305472414,-2015046.4351914471
-7628724.704063037,-2053457.1669923824
-7658780.966577221,-2061614.3459079938
-7697742.788354869,-2044138.7477082848
-7686610.839275539,-2067442.946472244
-7699969.178170732,-2073273.256736664
-7577517.73829813,-2082605.3230213167
-7653214.992037558,-2096611.7045416962
-7686610.839275539,-2109459.6758999997
-7628724.704063037,-2156251.382198307
-7662120.551301019,-2158593.9574094936
-7677705.280012078,-2190246.9954953413
-7642083.042958231,-2198461.9966492197
-7400519.747936827,-2232534.0464275405
-7630951.0938789025,-2344595.245654339
-7639856.653142365,-2356431.985021595
-7591989.272101258,-2358800.2859533075
-7623158.729523375,-2368276.67907512
-7622045.534615441,-2402671.7109373994
-7541895.501244284,-2406233.704683669
-7589762.882285393,-2412171.992225685
-7514065.628545966,-2435945.6449150797
-7445047.544254136,-2447844.8564871927
-7402746.137752692,-2456179.2526129796
-7510726.043822167,-2457370.214426523
-7595328.8568250565,-2469284.4381699665
-7614253.1702599125,-2481207.069587479
-7558593.424863277,-2481207.069587479
-7586423.297561595,-2509855.978618555
-7580857.32302193,-2519416.5551630217
-7505160.069282505,-2525394.712888136
-7482896.17112385,-2527786.580208538
-7573064.958666401,-2537357.512062798
-7558593.424863277,-2546934.0029373765
-7555253.8401394775,-2563706.314368885
-7556367.03504741,-2582895.7856714656
-7556367.03504741,-2594900.728936518
-7522971.187809427,-2600906.5440555396
-7541895.501244284,-2615329.6406075573
-7530763.552164957,-2643010.2471330394
-7527423.967441159,-2651444.3332908154
-7532989.941980823,-2657471.427926781
-7539669.11142842,-2659882.9084975515
-7536329.526704621,-2685225.7431477723
-7517405.213269764,-2705771.402148323
-7527423.967441159,-2717869.746581475
-7564159.39940294,-2715449.3238742254
-7575291.348482267,-2757861.5670205615
-7597555.246640922,-2757861.5670205615
-7544121.891060149,-2768786.5210867077
-7597555.246640922,-2784580.8376831543
-7636517.068418566,-2770000.887295984
-7628724.704063037,-2823529.4595555305
-7400519.747936827,-2742094.8177053267
-7610913.585536115,-2867467.933276787
-7625385.11933924,-2878472.893988219
-7627611.509155105,-2898057.579478431
-7634290.678602701,-2909085.459273136
-7569725.373942603,-2922575.2898697127
-7514065.628545966,-2990213.5697122915
-7634290.678602701,-3039606.7648156085
-7608687.195720248,-3056935.287112931
-7586423.297561595,-3056935.287112931
-7538555.916520486,-3075525.381714099
-7610913.585536115,-3079246.374188386
-7628724.704063037,-3118999.1722792326
-7630951.0938789025,-3128955.279495747
-7695516.398539002,-3141410.5739769614
-8918917.602357078,-3013653.880987565
-8777541.84904962,-3959557.186388157
-8552676.47764721,-3954233.5926393443
-7770100.4573704945,-3924998.267749233
-7781232.406449823,-3975542.978311626
-7773440.042094293,-4026314.5227070996
-7824647.007859199,-4086737.975702775
-7831326.1773067955,-4113698.7786273006
-7855816.465281316,-4171889.207169829
-7881419.948163768,-4201781.335184776
-7848024.100925787,-4215395.915151077
-7875853.973624106,-4218120.886254838
-7876967.168532038,-4227663.696637717
-7882533.143071701,-4237214.947090183
-7856929.660189249,-4278245.16820515
-7886985.922703432,-4274135.080153471
-7921494.964849347,-4301565.556418763
-7904797.041230357,-4315307.284717654
-7894778.287058962,-4337331.061641727
-7703308.762894532,-4333198.120495368
-7839118.541662326,-4362162.655763252
-7945985.252823867,-4393977.218679105
-7795703.940252949,-4432838.642411733
-7750062.949027707,-4490005.653538551
-7942645.668100068,-4470449.7798100645
-7922608.15975728,-4532036.27996992
-7953777.6171793975,-4541868.195790291
-7974928.320430118,-4596819.748181748
-7968249.150982522,-4606714.304668474
-7912589.405585884,-4605300.206072078
-7984947.074601513,-4650649.610698165
-7961569.981534924,-4690498.363698514
-7996079.023680841,-4723350.207163025
-7981607.489877716,-4733370.093245268
-7994965.828772907,-4737667.418255686
-8007210.972760168,-4754875.31478534
-7981607.489877716,-4766363.839264344
-7959343.591719061,-4785061.159739565
-7964909.566258724,-4819672.585366028
-8018342.921839495,-4828344.4887299705
-8022795.701471225,-4889263.713484576
-8037267.235274351,-4914030.081280802
-8028361.67601089,-4924246.386598711
-8019456.116747429,-4915488.894736492
-8009437.362576034,-4950566.489777544
-8031701.2607346885,-4950566.489777544
-8043946.404721949,-4979895.457799071
-8069549.8876044005,-4999007.3423758615
-8082908.226499594,-5032914.302330632
-8045059.59962988,-5021106.944305238
-8059531.133433008,-5096630.775064966
-8062870.718156806,-5112999.290507833
-7976041.515338052,-5142833.101495251
-8079568.641775796,-5189263.296115695
-8062870.718156806,-5249515.798168044
-8087361.006131326,-5257074.853457316
-8104058.929750316,-5310161.649526524
-8107398.5144741135,-5346741.341844157
-8070663.082512335,-5386534.515773617
-8112964.489013777,-5448095.434618827
-8074002.667236133,-5482132.626824535
-8135228.387172432,-5539667.900043436
-8148586.726067625,-5606999.8084809575
-8122983.243185173,-5733640.925647141
-8187548.5478452705,-6245980.449539761
-8157492.285331086,-6303726.658087338
-8218718.005267387,-6442936.207812741
-8204246.471464263,-6584538.983549254
-8170850.6242262805,-6826170.600369948
-7792364.355529149,-6766432.4906451525
-7822420.618043333,-7317161.256967049
-7038731.402858688,1981351.320809218
-7007561.945436572,1963944.3879720117
-6990864.02181758,1951188.540285423
-6966373.73384306,1925700.0429147722
-6921845.93752575,1875969.4208965253
-6865072.997221182,1798706.871110513
-6840582.7092466615,1749259.6413292517
-6837243.124522864,1735479.2814354752
-6827224.370351468,1715970.9558321603
-6831677.149983198,1703356.491267882
-6809413.251824544,1657541.533296961
-6796054.9129293505,1544512.2398522308
-6810526.446732476,1487613.7818963083
-6860620.217589451,1370772.685089633
-6865072.997221182,1353796.6018027323
-2647177.4910640456,9517181.90831452
-2588178.1609436106,9535484.824859908
-2474632.2803344717,9535484.824859908
-2597083.7202070723,9228118.018754272
-2504688.5428486555,9280950.404170891
-2460160.7465313463,9293587.874777183
-2430104.484017162,9291058.57392542
-2374444.738620525,9357116.349119505
-2323237.77285562,9318930.767159099
-2290955.1205255697,9465149.075028723
-2224163.426049606,9504137.539499348
-2106164.7658087364,9511961.253679909
-2150692.5621260456,9472929.491386162
-2257559.2732875883,9168216.397739405
-2184088.4093640274,9218099.222649561
-2120636.299611862,9218099.222649561
-2178522.434824364,9255742.964169478
-2133994.6385070547,9291058.57392542
-2189654.383903691,9291058.57392542
-2192993.968627489,9306247.965603888
-1929166.7754474306,9418646.357990988
-1981486.9361202696,9434113.159016686
-1951430.6736060858,9472929.491386162
-1994845.2750154627,9498926.565942526
-1861261.886063534,9478121.221566973
-1864601.4707873324,9577500.188973559
-1853469.5217080046,9683654.34495967
-1867941.0555111307,9764341.40908384
-1873507.0300507941,9805037.667225039
-1903563.2925649781,9920269.643423503
-1853469.5217080046,9311318.35585263
-1853469.5217080046,9380127.23593559
-2059410.579675561,10023392.492023032
-909480.2397810451,11389209.92245104
-7302558.596038745,26701882.091397494
-3840522.4323679376,6242595.999953199
-2875382.4471902563,4831236.825280604
-4239046.209407858,4659175.344233992
-3469828.5280263373,4752005.261291522
-3198208.9704907495,4637874.51429844
-3161473.538528969,4619450.073391991
-3125851.3014751216,4644969.792806295
-3113606.157487862,4697630.893095783
-3041248.488472234,4656332.6311017
-2964438.039824875,4585523.466888754
-2869816.4726505927,4534844.437366349
-2857571.328663333,4522213.771994397
-2835307.430504678,4520811.322658869
-2818609.506885687,4520811.322658869
-2880948.42172992,4496998.866405384
-1984826.5208440674,3301860.899460768
-2007090.4190027225,3195098.3448786926
-1852356.3268000723,3262824.548829645
-1734357.6665592024,3228918.5790461157
-1560699.2609216953,3274145.797065496
-1517284.659512319,3358734.226014464
-2710629.6008162117,1672421.8798140995
-2751817.8124097222,1660974.653644378
-2801911.583266696,1916439.0973334617
-2779647.685108041,1890992.1513655283
-2430104.484017162,775978.5043848384
-2387803.077515718,464834.00560495746
-1762187.5392575208,-64134.18999112829
-2727327.5244352026,-387254.10601556394
-1599661.0826993412,-881937.7011577357
-3265000.664966714,-2318582.188501013
-1367003.3469413994,-4425888.50098221
372920.29415746644,-7215326.400599997
612257.1993630046,-7122347.358632629
18172906.87200191,-10059992.345321113
18083851.27936729,-9953547.158261843
18348791.667455286,-10231473.260662386
18423375.726286776,-11958157.162968533
18320961.794756968,-12256041.812290661
18334320.133652154,-12617225.078150757
18145076.999303594,-13728837.180794941
18609279.27591154,-14079990.460491765
18211868.693779554,-14462039.25549547
-15139450.747885207,-13358541.67264683
-14730908.216673892,-13244148.38831157
-14124216.99185055,-13897042.051391566
-14100839.898783963,-12248234.719516544
-12894136.618584877,-13244148.38831157
-12476688.528110102,-13465573.675858663
-11067383.774667257,-12608981.04656178
-10083319.47605472,-10664451.21804078
-6751527.116612042,-9054797.308446907
-6448738.101654338,-8845092.763303466
-6317381.102518275,-8833225.20307486
-6208288.001540868,-9205595.601387145
-6684735.422136077,-9577500.188973559
-8033927.650550554,-7572788.674873072
-3046814.4630118976,-8241459.762283373
-2958872.065285211,-8150203.065962215
-2944400.5314820856,-7885063.312238458
-2974456.7939962693,-7740589.353812415
-3022324.1750373775,-7663304.055261141
-3131417.2760147853,-7657236.0352958385
-3069078.361170552,-7582792.929898463
-3125851.3014751216,-7507087.485742268
